Id,Prenom,Nom,Note
7605,Amir,Martin,7.71
7606,Giulia,Meunier,7.87
7607,Charlotte,Thomas,19.36
7608,Ethan,Barbier,1.02
7609,Victor,Mathieu,8.91
7610,Léa,Olivier,14.12
7611,Naël,Schmitt,6.5
7612,Eliott,Gerard,15.46
7613,Gabin,Robin,18.75
7614,Jules,Gauthier,6.22
7615,Louis,Denis,5.15
7616,Gabin,Chevalier,2.09
7617,Luna,Martinez,4.18
7618,Jules,Colin,16.05
7619,Emma,Dubois,10.52
7620,Valentin,Simon,3.79
7621,Romane,Gaillard,9.67
7622,Ambre,Giraud,11.7
7623,Iris,Blanc,14.38
7624,Isaac,Martin,11.63
7625,Léo,Robert,16.87
7626,Inaya,Renard,18.0
7627,Gaspard,Leclercq,8.61
7628,Léon,Rey,17.1
7629,Nina,Olivier,0.41
7630,Ava,Perrin,16.79
7631,Aaron,Barbier,16.16
7632,Noah,Bonnet,11.35
7633,Amir,Petit,10.51
7634,Nour,Garcia,12.97
7635,Olivia,Marchand,5.32
7636,Eva,Dumas,14.45
7637,Gabriel,Nicolas,19.24
7638,Alix,Giraud,0.81
7639,Léon,Riviere,4.11
7640,Ayden,Barbier,19.59
7641,Axel,Lacroix,7.83
7642,Mohamed,Legrand,19.61
7643,Ambre,Leroy,3.55
7644,Lyana,Fournier,2.97
7645,Noah,Muller,0.39
7646,Gabin,Riviere,3.11
7647,Victor,Morin,16.02
7648,Paul,Bernard,17.52
7649,Nina,Michel,0.12
7650,Lyam,Payet,10.59
7651,Léo,Andre,13.03
7652,Lola,Payet,10.98
7653,Victoire,Chevalier,14.63
7654,Jade,Bourgeois,9.87
7655,Eden,Petit,7.11
7656,Mia,Fontaine,13.7
7657,Victoria,Lacroix,12.7
7658,Lina,Dubois,7.12
7659,Milo,Leroux,5.05
7660,Gabin,Andre,16.36
7661,Martin,Gauthier,17.69
7662,Juliette,Nicolas,13.2
7663,Léna,Leclercq,0.83
7664,Adam,Laurent,16.37
7665,Léo,Gautier,5.11
7666,Mya,Dubois,17.42
7667,Chloé,Morel,4.63
7668,Agathe,Blanchard,7.35
7669,Lyana,Roussel,16.22
7670,Victoire,Bertrand,17.31
7671,Romy,Blanchard,9.43
7672,Naël,Fontaine,13.38
7673,Louna,Rolland,14.7
7674,Tom,Garnier,17.23
7675,Lyam,Roy,10.12
7676,Milo,Muller,2.05
7677,Augustin,Meyer,5.9
7678,Ethan,Lecomte,5.23
7679,Valentin,Dumas,17.8
7680,Alma,Mercier,2.94
7681,Mila,Riviere,15.45
7682,Anna,Duval,12.12
7683,Aaron,Rousseau,3.74
7684,Olivia,Bertrand,0.68
7685,Paul,Legrand,8.16
7686,Enzo,Francois,17.62
7687,Adèle,Richard,5.3
7688,Augustin,Guerin,1.28
7689,Margaux,Gerard,12.11
7690,Gabriel,Noel,12.21
7691,Timéo,Brun,7.21
7692,Gaspard,Girard,3.68
7693,Timéo,Lacroix,10.85
7694,Lyana,Caron,12.7
7695,Victoire,Payet,16.64
7696,Robin,Meyer,4.17
7697,Louis,Rolland,4.91
7698,Eva,Rolland,15.1
7699,Ayden,Michel,2.59
7700,Elena,Muller,18.06
7701,Inaya,Picard,13.16
7702,Charlotte,Riviere,10.56
7703,Raphaël,Nicolas,9.37
7704,Alice,Brunet,15.59
7705,Nino,Andre,2.88
7706,Louise,Clement,12.86
7707,Nina,Aubert,3.33
7708,Mya,Roche,16.2
7709,Imran,Marie,11.93
7710,Margaux,Arnaud,15.31
7711,Eliott,Martin,4.44
7712,Charlie,Aubert,11.74
7713,Elio,Rey,1.55
7714,Milo,Roy,9.04
7715,Louise,Morel,12.86
7716,Tiago,David,5.38
7717,Anna,Blanc,6.95
7718,Mia,Morel,17.55
7719,Olivia,Caron,9.35
7720,Victoire,Robin,5.16
7721,Emy,Noel,9.66
7722,Léon,Robin,6.3
7723,Louis,Leroux,4.08
7724,Lucie,Olivier,17.96
7725,Mila,Andre,5.14
7726,Isaac,Schmitt,2.33
7727,Ibrahim,Faure,10.05
7728,Alice,Robin,11.53
7729,Jules,Leclerc,3.69
7730,Jeanne,Payet,16.8
7731,Eva,Lemoine,9.43
7732,Luna,Pierre,14.19
7733,Mila,Dupont,18.48
7734,Léa,Riviere,11.58
7735,Julia,Blanchard,10.8
7736,Juliette,Schmitt,12.72
7737,Mia,Barbier,1.62
7738,Emma,Brun,2.1
7739,Romane,Roux,17.64
7740,Olivia,Michel,19.46
7741,Giulia,Blanchard,16.25
7742,Adèle,Lecomte,2.56
7743,Alice,Brunet,12.01
7744,Louis,Noel,6.69
7745,Jeanne,Michel,1.89
7746,Nour,Blanc,10.42
7747,Eliott,Dubois,18.41
7748,Lucie,Robert,18.81
7749,Lina,Colin,2.63
7750,Léo,Colin,3.46
7751,Lola,Leclerc,10.0
7752,Lucas,Guillaume,6.03
7753,Inès,Robert,14.93
7754,Adam,Gauthier,12.26
7755,Léo,Colin,6.34
7756,Liam,Dufour,2.77
7757,Amir,Bourgeois,7.19
7758,Jeanne,Nicolas,3.38
7759,Lola,Laurent,18.74
7760,Lola,Bonnet,15.14
7761,Romy,Blanc,13.14
7762,Ayden,Bertrand,7.69
7763,Charlie,Marie,12.09
7764,Victoire,Garcia,2.61
7765,Ayden,Martinez,9.15
7766,Léo,Faure,7.21
7767,Alix,Bertrand,15.94
7768,Louis,Mathieu,9.56
7769,Alix,Brun,9.21
7770,Jade,Bertrand,6.69
7771,Elio,Barbier,8.8
7772,Rayan,Girard,14.74
7773,Milo,Caron,8.02
7774,Mia,Bourgeois,11.15
7775,Ibrahim,Dupont,5.22
7776,Giulia,Aubert,5.08
7777,Victoire,Philippe,17.21
7778,Liam,Garnier,3.78
7779,Liam,Leroux,18.28
7780,Chloé,Mercier,13.49
7781,Adèle,Picard,12.76
7782,Alba,Clement,14.72
7783,Léna,Michel,18.92
7784,Louna,Olivier,12.67
7785,Aaron,Brunet,16.47
7786,Nathan,Lemaire,4.61
7787,Imran,Dufour,9.45
7788,Olivia,Morin,2.08
7789,Ambre,Rolland,18.27
7790,Elena,Lecomte,15.57
7791,Inès,Benoit,2.56
7792,Giulia,Perrin,19.5
7793,Hugo,Bourgeois,1.88
7794,Sacha,Colin,13.93
7795,Augustin,Moreau,18.64
7796,Tom,Vidal,16.27
7797,Romy,Meunier,6.87
7798,Timéo,Garnier,2.65
7799,Victor,Morel,5.88
7800,Agathe,Roy,12.89
7801,Inaya,Colin,3.35
7802,Lucas,Meunier,3.89
7803,Mya,Blanchard,6.85
7804,Gaspard,Rolland,3.73
7805,Lyana,Dubois,10.72
7806,Marius,Gaillard,4.83
7807,Augustin,Dubois,8.66
7808,Milo,Gauthier,5.52
7809,Victoria,Rolland,8.88
7810,Nina,Olivier,16.1
7811,Tiago,Leclercq,3.34
7812,Isaac,Renard,6.91
7813,Alice,Nicolas,7.47
7814,Agathe,Vincent,15.75
7815,Léon,Moreau,14.08
7816,Léonie,Philippe,9.08
7817,Rayan,Guerin,5.43
7818,Louna,Roux,14.66
7819,Malo,Aubert,1.0
7820,Sofia,Lemaire,13.99
7821,Jeanne,David,17.92
7822,Ava,Renaud,7.98
7823,Luna,Henry,8.45
7824,Louna,Mercier,18.56
7825,Mila,Clement,0.45
7826,Alma,Dufour,7.72
7827,Ayden,Lacroix,4.72
7828,Liam,Renard,1.59
7829,Romane,Roussel,12.56
7830,Hugo,Faure,3.92
7831,Gabin,Gautier,18.19
7832,Théo,Mathieu,4.06
7833,Naël,Robert,10.05
7834,Mila,Brun,6.6
7835,Agathe,Garnier,8.66
7836,Rayan,Lecomte,14.07
7837,Enzo,David,19.12
7838,Margaux,Leclercq,1.51
7839,Ethan,David,0.76
7840,Lina,Garnier,0.28
7841,Paul,Bertrand,8.84
7842,Léna,Gauthier,2.01
7843,Victor,Lambert,2.13
7844,Inès,Lemoine,15.67
7845,Léa,Benoit,16.49
7846,Lucie,Pierre,6.99
7847,Victoria,Lucas,13.32
7848,Gabriel,Lacroix,13.93
7849,Léa,Rolland,3.17
7850,Elio,Fabre,4.75
7851,Tiago,Fontaine,11.96
7852,Charlie,Girard,15.58
7853,Emma,Marchand,18.3
7854,Lucie,Bourgeois,9.3
7855,Alice,Masson,13.2
7856,Milo,Dupont,7.58
7857,Mila,Mathieu,11.66
7858,Lina,Renard,3.2
7859,Lyam,Gautier,15.19
7860,Alma,Giraud,2.52
7861,Noah,Caron,17.28
7862,Alba,Meunier,2.38
7863,Iris,Mathieu,6.18
7864,Nino,Joly,2.4
7865,Juliette,Robin,11.14
7866,Rayan,Marie,7.07
7867,Victoria,Renaud,7.82
7868,Aaron,Legrand,18.86
7869,Lya,Gerard,9.92
7870,Elena,Laurent,3.86
7871,Timéo,Pierre,5.23
7872,Isaac,Andre,5.92
7873,Iris,Dumont,1.41
7874,Liam,Mathieu,13.9
7875,Rose,Picard,12.37
7876,Noah,Philippe,2.71
7877,Chloé,Fabre,2.63
7878,Léon,Aubert,4.33
7879,Robin,Bertrand,0.21
7880,Zoé,Blanchard,16.69
7881,Axel,Dumont,12.89
7882,Iris,Schmitt,2.42
7883,Mya,Masson,7.12
7884,Jeanne,Leroux,5.67
7885,Malo,Payet,12.52
7886,Ayden,Leclercq,6.86
7887,Léa,Vincent,11.04
7888,Elena,Giraud,17.17
7889,Axel,Vincent,13.2
7890,Lya,Dupont,19.92
7891,Valentin,Garnier,19.49
7892,Jade,Philippe,3.42
7893,Augustin,Payet,4.09
7894,Lucas,Guillaume,6.53
7895,Adam,Joly,3.98
7896,Tom,Dupont,12.58
7897,Lola,Brunet,3.32
7898,Amir,Caron,15.22
7899,Léa,Lacroix,1.42
7900,Emy,Meyer,15.14
7901,Nina,Simon,1.94
7902,Mia,Lecomte,19.51
7903,Isaac,Leroux,9.19
7904,Mila,Faure,5.08
7905,Giulia,Bourgeois,3.98
7906,Lucie,Richard,19.43
7907,Valentin,Clement,4.56
7908,Lou,Legrand,5.91
7909,Lou,Vincent,18.69
7910,Tom,Brun,15.3
7911,Imran,Rey,7.6
7912,Gabriel,Arnaud,2.0
7913,Emma,Renard,1.43
7914,Margaux,Fournier,17.21
7915,Adam,Thomas,6.88
7916,Giulia,Blanchard,17.66
7917,Liam,Marchand,0.42
7918,Lola,Blanc,4.5
7919,Enzo,Gauthier,8.13
7920,Louis,Lacroix,8.77
7921,Adam,Mercier,1.03
7922,Lyam,Boyer,0.18
7923,Ava,Lemoine,12.89
7924,Mathis,Henry,15.61
7925,Théo,Gautier,11.71
7926,Tom,Garcia,0.24
7927,Hugo,Lecomte,11.38
7928,Malo,Roussel,18.73
7929,Enzo,Rolland,8.28
7930,Léo,Robert,8.99
7931,Mathis,Payet,0.06
7932,Théo,Caron,12.34
7933,Axel,Robert,8.78
7934,Lina,Fabre,16.66
7935,Alice,Robin,11.16
7936,Ava,Nicolas,1.24
7937,Lola,Lacroix,18.46
7938,Emma,Roy,11.58
7939,Emy,Clement,2.96
7940,Paul,Pierre,3.71
7941,Romy,Bertrand,13.4
7942,Adam,Fournier,8.49
7943,Emy,Leroy,16.5
7944,Alix,Lecomte,12.77
7945,Mia,Andre,4.98
7946,Inès,Lemaire,11.54
7947,Ambre,Joly,2.34
7948,Léa,Roussel,0.84
7949,Louis,Simon,0.61
7950,Milo,Colin,17.92
7951,Enzo,Barbier,19.28
7952,Léo,Lemoine,5.03
7953,Noé,Roy,3.17
7954,Léon,Dupont,6.36
7955,Jules,Marchand,5.36
7956,Alma,Schmitt,15.59
7957,Victor,Bertrand,14.22
7958,Lyam,Durand,7.26
7959,Victoria,Noel,12.84
7960,Malo,Lefevre,5.4
7961,Robin,Henry,2.97
7962,Mya,Morin,19.43
7963,Gabriel,Bertrand,18.78
7964,Maël,Rousseau,18.79
7965,Jules,Colin,3.22
7966,Adam,Francois,5.95
7967,Giulia,Richard,19.44
7968,Alba,Roger,13.65
7969,Adam,Roger,12.0
7970,Martin,Noel,12.33
7971,Tiago,Meunier,18.35
7972,Léa,Morin,14.26
7973,Elio,Laurent,0.03
7974,Martin,Girard,17.28
7975,Luna,Morel,7.39
7976,Sacha,Rousseau,17.57
7977,Paul,Bonnet,9.27
7978,Lucie,Gerard,17.02
7979,Malo,Payet,5.81
7980,Lyam,Gerard,4.71
7981,Gabin,Martinez,18.38
7982,Lou,Colin,7.93
7983,Nino,Fontaine,0.63
7984,Ayden,Caron,5.3
7985,Gabin,Lecomte,3.31
7986,Valentin,Philippe,19.85
7987,Liam,Morel,0.24
7988,Marius,Nicolas,10.1
7989,Lina,Blanc,0.03
7990,Théo,Barbier,11.99
7991,Mya,Dubois,4.31
7992,Tiago,Bertrand,13.38
7993,Léna,Blanc,19.61
7994,Anna,Lefebvre,6.02
7995,Nour,Nicolas,3.8
7996,Louise,Roger,12.05
7997,Gabriel,Chevalier,11.62
7998,Juliette,Colin,8.09
7999,Lyana,Guerin,1.0
8000,Mia,Vidal,19.65
8001,Amir,Legrand,14.42
8002,Louna,Pierre,16.0
8003,Iris,Faure,11.02
8004,Léa,Lemaire,14.91
8005,Luna,Brun,3.19
8006,Sacha,Payet,14.55
8007,Aaron,Olivier,4.52
8008,Mohamed,Masson,11.76
8009,Lucas,Simon,13.64
8010,Milo,Chevalier,11.64
8011,Alma,Roussel,6.98
8012,Juliette,Lucas,18.87
8013,Olivia,Bonnet,13.4
8014,Lya,Bonnet,10.49
8015,Louis,Girard,10.28
8016,Léa,Lefevre,6.04
8017,Adam,Blanchard,19.02
8018,Adam,Caron,9.76
8019,Liam,Guillaume,10.9
8020,Amir,Picard,1.82
8021,Mathis,Bonnet,0.4
8022,Chloé,Fabre,18.37
8023,Rayan,Aubert,7.87
8024,Giulia,Clement,5.46
8025,Inès,Garcia,10.27
8026,Adèle,Lambert,19.73
8027,Marceau,David,18.56
8028,Gabriel,Perrin,10.72
8029,Jeanne,Benoit,6.71
8030,Adèle,Roussel,16.51
8031,Tiago,Leroux,16.32
8032,Lina,Muller,1.74
8033,Nina,Lemoine,19.02
8034,Louise,Renaud,8.37
8035,Agathe,Fontaine,8.71
8036,Liam,Giraud,18.95
8037,Léon,Chevalier,15.54
8038,Eva,Roux,0.88
8039,Augustin,Riviere,6.42
8040,Louis,Payet,14.15
8041,Léna,Roche,14.82
8042,Inès,Brunet,6.12
8043,Axel,Duval,15.02
8044,Alba,Petit,5.29
8045,Raphaël,Bonnet,7.64
8046,Louis,Perrin,12.98
8047,Mathis,Fournier,1.4
8048,Luna,Morel,16.58
8049,Eva,Gerard,15.57
8050,Lyana,Michel,7.44
8051,Adam,Philippe,16.02
8052,Nathan,Richard,14.99
8053,Louise,Thomas,8.95
8054,Tom,Boyer,9.82
8055,Alice,Guerin,5.83
8056,Victor,Leroy,4.44
8057,Arthur,Boyer,8.97
8058,Léonie,Lemoine,8.28
8059,Léonie,Lefevre,19.21
8060,Marceau,Lacroix,10.82
8061,Agathe,Bertrand,17.36
8062,Gabin,Garcia,4.12
8063,Léo,Francois,16.4
8064,Ethan,Faure,17.55
8065,Agathe,Aubert,2.77
8066,Gabriel,Fabre,15.62
8067,Jade,Chevalier,0.46
8068,Ayden,Dupont,2.55
8069,Alice,Lemaire,3.98
8070,Nino,Morel,10.4
8071,Naël,Gerard,2.48
8072,Zoé,Fournier,4.15
8073,Jeanne,Brunet,11.23
8074,Mila,Garcia,6.6
8075,Inaya,Clement,18.54
8076,Ibrahim,Roger,0.88
8077,Nour,Muller,10.73
8078,Marius,Legrand,19.55
8079,Rose,Guillaume,16.08
8080,Nour,Roussel,9.46
8081,Martin,Dubois,16.28
8082,Sofia,Garnier,2.91
8083,Noah,Giraud,1.21
8084,Romy,Arnaud,11.5
8085,Victoire,Michel,17.15
8086,Léon,Leroux,15.02
8087,Axel,Joly,2.33
8088,Milo,Francois,4.77
8089,Lola,Roussel,11.91
8090,Nour,Brunet,1.68
8091,Victoire,Moreau,11.21
8092,Jade,Leclerc,0.6
8093,Nour,Morin,12.31
8094,Augustin,Caron,12.81
8095,Milo,Lemoine,19.68
8096,Alice,Marchand,8.84
8097,Hugo,Picard,11.8
8098,Théo,Bonnet,11.92
8099,Ethan,Blanc,4.26
8100,Nathan,Durand,16.79
8101,Nathan,Meyer,7.13
8102,Marius,Gautier,5.23
8103,Alix,Vidal,9.9
8104,Emy,Richard,19.21
8105,Rayan,Lefevre,12.82
8106,Ambre,Roche,6.85
8107,Raphaël,Lacroix,5.7
8108,Ibrahim,Leroux,4.29
8109,Enzo,Muller,16.32
8110,Nino,Lefevre,10.71
8111,Gabin,Renard,6.59
8112,Alice,Masson,17.97
8113,Charlotte,Olivier,15.44
8114,Giulia,Brunet,3.65
8115,Chloé,Guerin,7.89
8116,Lyam,Leroux,18.36
8117,Elena,Caron,1.46
8118,Théo,Mercier,18.88
8119,Robin,Fabre,16.64
8120,Enzo,Lefevre,18.92
8121,Juliette,Robert,6.97
8122,Alma,Andre,2.82
8123,Hugo,Meunier,16.81
8124,Mohamed,Roche,17.96
8125,Giulia,Masson,11.55
8126,Marius,Dumas,11.5
8127,Louna,Colin,7.28
8128,Romy,Joly,14.82
8129,Zoé,Picard,19.79
8130,Lou,Vidal,9.53
8131,Paul,Brun,9.59
8132,Lyam,Clement,2.77
8133,Marius,Rousseau,13.02
8134,Valentin,Vincent,11.78
8135,Robin,Lacroix,2.08
8136,Zoé,Thomas,3.29
8137,Marius,Moreau,11.42
8138,Paul,Roche,18.78
8139,Jules,Payet,19.42
8140,Nour,Gautier,12.28
8141,Alba,Masson,16.85
8142,Rose,Lucas,11.1
8143,Jade,Mathieu,10.62
8144,Victoria,Schmitt,1.41
8145,Sacha,Renaud,14.65
8146,Ibrahim,Schmitt,10.89
8147,Lyam,Marchand,6.58
8148,Léna,Lucas,19.72
8149,Gabriel,Lefevre,18.91
8150,Lucie,Dumas,1.65
8151,Gabriel,Barbier,7.02
8152,Robin,Laurent,15.63
8153,Lola,Bertrand,19.76
8154,Romane,Renaud,8.88
8155,Axel,Arnaud,7.39
8156,Lyana,David,14.66
8157,Enzo,Gaillard,9.86
8158,Paul,Barbier,10.33
8159,Martin,Guillaume,2.65
8160,Inaya,Barbier,14.73
8161,Amir,Colin,5.96
8162,Gabriel,Simon,7.21
8163,Timéo,Chevalier,17.77
8164,Lola,Morel,3.74
8165,Charlotte,Roger,17.87
8166,Milo,Moreau,18.28
8167,Ayden,Leroy,15.32
8168,Amir,Henry,10.45
8169,Jade,Lecomte,7.8
8170,Zoé,Dumas,8.54
8171,Théo,Brun,12.29
8172,Isaac,Gaillard,10.32
8173,Eden,David,4.08
8174,Robin,Lecomte,11.68
8175,Lucas,Lefevre,0.79
8176,Mila,Philippe,17.57
8177,Gabin,Giraud,14.7
8178,Tiago,Fabre,13.57
8179,Louise,Robin,13.49
8180,Elena,Lacroix,8.28
8181,Margaux,Mathieu,9.15
8182,Giulia,Guillaume,18.97
8183,Hugo,Robert,11.34
8184,Chloé,Rousseau,17.32
8185,Lya,David,10.33
8186,Lina,Mathieu,16.56
8187,Elio,Durand,11.94
8188,Gabriel,Guillaume,4.35
8189,Jeanne,Noel,18.05
8190,Lola,Lacroix,13.36
8191,Isaac,Bernard,17.41
8192,Alba,Roy,9.67
8193,Alba,Laurent,14.21
8194,Robin,Moreau,18.11
8195,Maël,Fournier,8.95
8196,Marceau,Guillaume,12.48
8197,Alma,Schmitt,13.15
8198,Lucas,Vidal,10.8
8199,Mya,Muller,13.64
8200,Mya,Mercier,16.73
8201,Alba,Robert,6.75
8202,Noah,Thomas,2.06
8203,Paul,Gerard,6.82
8204,Raphaël,Meyer,8.98
8205,Emy,Gaillard,18.39
8206,Alice,Renaud,12.93
8207,Paul,Muller,0.33
8208,Alix,Lacroix,9.22
8209,Lucas,Colin,7.95
8210,Mohamed,Brun,11.86
8211,Victor,Gerard,16.44
8212,Jeanne,Martinez,4.39
8213,Eliott,Bourgeois,10.21
8214,Timéo,Gerard,19.5
8215,Lucie,Moreau,9.96
8216,Jules,Fontaine,11.99
8217,Charlotte,Bourgeois,16.37
8218,Tom,Barbier,13.54
8219,Charlotte,Lemaire,19.67
8220,Inès,Marie,17.6
8221,Malo,Lefevre,9.17
8222,Agathe,Bertrand,4.81
8223,Milo,Laurent,9.74
8224,Jade,Dumont,12.49
8225,Lola,Simon,11.49
8226,Eva,Renard,6.69
8227,Victor,Benoit,1.02
8228,Louis,Robin,10.91
8229,Alix,Lefevre,11.7
8230,Lucas,Colin,13.45
8231,Eden,Dumas,2.99
8232,Luna,Renaud,8.54
8233,Timéo,Roche,13.06
8234,Malo,Rousseau,9.26
8235,Naël,Riviere,19.76
8236,Agathe,Roger,18.18
8237,Victor,Fontaine,13.09
8238,Timéo,Clement,10.07
8239,Adam,Guillaume,4.44
8240,Ava,Denis,5.73
8241,Lucas,Dumont,16.25
8242,Léonie,Meyer,10.27
8243,Ava,Laurent,7.91
8244,Juliette,Colin,17.82
8245,Jeanne,Rousseau,11.02
8246,Jade,Girard,9.28
8247,Lucas,Dupont,12.45
8248,Gabriel,Gautier,1.71
8249,Lou,Lucas,14.58
8250,Alma,Blanc,11.58
8251,Malo,Pierre,1.57
8252,Noé,Leclercq,4.67
8253,Enzo,Lecomte,0.21
8254,Gabriel,Marie,2.43
8255,Victoire,Payet,1.09
8256,Mia,Mercier,14.92
8257,Lya,David,0.83
8258,Inès,Brunet,16.37
8259,Théo,Roche,16.94
8260,Liam,Girard,15.32
8261,Victor,Bernard,6.76
8262,Aaron,Roche,12.63
8263,Nina,Martin,3.99
8264,Ethan,Lucas,14.95
8265,Léna,Noel,11.73
8266,Nino,Fontaine,17.99
8267,Alice,Garnier,15.47
8268,Léna,Lefebvre,15.93
8269,Alma,Leclerc,1.63
8270,Giulia,Renard,16.52
8271,Gabin,Duval,3.63
8272,Zoé,Blanc,0.36
8273,Eden,Gerard,13.91
8274,Ayden,Fabre,6.38
8275,Zoé,Bourgeois,14.97
8276,Julia,David,4.5
8277,Elena,Meyer,5.15
8278,Victoria,Blanc,6.42
8279,Lyana,Henry,6.0
8280,Victoire,David,0.92
8281,Lou,Denis,11.25
8282,Léon,Vidal,5.16
8283,Romy,Guillaume,6.61
8284,Paul,Denis,5.18
8285,Jade,Bernard,17.92
8286,Jules,Lefevre,3.06
8287,Olivia,Robin,19.46
8288,Eliott,Leroux,16.17
8289,Ibrahim,Guerin,5.66
8290,Olivia,Dumas,6.78
8291,Marceau,Roche,19.99
8292,Lucie,Richard,17.37
8293,Paul,Colin,8.02
8294,Rayan,Benoit,8.14
8295,Gabriel,Schmitt,10.11
8296,Ibrahim,Lucas,3.89
8297,Lyana,Mercier,15.26
8298,Marceau,Philippe,16.03
8299,Anna,Roux,15.52
8300,Tom,Vidal,19.4
8301,Lina,Petit,15.93
8302,Théo,Roux,10.95
8303,Emy,Garnier,10.71
8304,Adam,Brun,17.8
8305,Noah,Guerin,13.29
8306,Lya,Garnier,17.87
8307,Jules,Gauthier,12.26
8308,Romane,Rolland,7.26
8309,Elio,Barbier,0.79
8310,Nathan,Legrand,11.62
8311,Gabin,Giraud,19.86
8312,Léonie,Lemoine,10.05
8313,Mya,Martinez,12.7
8314,Louis,Meyer,5.59
8315,Victoria,Fabre,4.27
8316,Elena,Gerard,19.32
8317,Gaspard,Lemoine,16.15
8318,Timéo,Rey,16.42
8319,Paul,Blanchard,3.6
8320,Léon,Morel,0.98
8321,Maël,Dumas,8.63
8322,Maël,Noel,7.3
8323,Milo,Guillaume,18.02
8324,Arthur,Lecomte,14.51
8325,Luna,Dumas,13.71
8326,Anna,Muller,6.08
8327,Robin,Colin,13.4
8328,Lyana,Meyer,0.48
8329,Léna,Payet,16.15
8330,Sacha,Roy,2.81
8331,Maël,Brun,11.69
8332,Margaux,Aubert,8.55
8333,Axel,Payet,13.79
8334,Léo,Moreau,18.78
8335,Mia,Garcia,6.4
8336,Léon,Rousseau,12.14
8337,Alix,Fournier,4.07
8338,Nathan,Legrand,13.31
8339,Alix,Lambert,15.69
8340,Victor,Meyer,17.08
8341,Gabin,Caron,14.44
8342,Augustin,Dumont,0.65
8343,Lou,Rey,6.99
8344,Arthur,Bernard,0.24
8345,Marceau,Martinez,15.8
8346,Louis,Meunier,11.64
8347,Mila,Giraud,4.7
8348,Emma,Bonnet,1.79
8349,Emy,Dumas,10.72
8350,Lyana,Gerard,11.12
8351,Adam,Clement,4.36
8352,Victoria,Lecomte,17.13
8353,Tom,Fournier,5.04
8354,Emy,Caron,7.8
8355,Charlie,Mathieu,0.5
8356,Martin,Rey,7.46
8357,Tom,Bernard,11.43
8358,Giulia,Francois,6.62
8359,Emma,Lemoine,3.38
8360,Tiago,Leroy,2.34
8361,Lou,Brunet,19.17
8362,Nino,Roussel,18.4
8363,Emy,Bonnet,14.58
8364,Adam,Rousseau,4.86
8365,Alma,Lambert,6.72
8366,Elio,Rey,9.4
8367,Lyam,Roger,13.36
8368,Mya,Clement,7.51
8369,Raphaël,Henry,3.97
8370,Ethan,Faure,10.46
8371,Mia,Clement,4.11
8372,Martin,Marchand,2.18
8373,Charlie,Riviere,12.5
8374,Charlie,Legrand,12.24
8375,Liam,Francois,19.53
8376,Margaux,Blanchard,16.98
8377,Jules,Petit,8.27
8378,Raphaël,Noel,5.46
8379,Romane,Fontaine,9.38
8380,Léa,Boyer,0.3
8381,Ava,Lefebvre,19.9
8382,Gabin,Vidal,11.4
8383,Sacha,Gaillard,17.97
8384,Hugo,Caron,10.67
8385,Lou,Lambert,10.8
8386,Victor,Nicolas,0.66
8387,Arthur,Vidal,2.58
8388,Valentin,Laurent,2.56
8389,Malo,Blanc,18.93
8390,Victoria,Guerin,19.83
8391,Isaac,Nicolas,6.0
8392,Sofia,Blanc,12.95
8393,Noah,Leroux,9.12
8394,Inaya,Leclerc,16.73
8395,Gaspard,Nicolas,13.61
8396,Alba,Lucas,0.5
8397,Louis,Olivier,5.42
8398,Nour,Michel,4.11
8399,Léon,Marchand,19.6
8400,Augustin,Durand,12.79
8401,Tom,Giraud,3.72
8402,Eden,Noel,18.94
8403,Lucas,Gerard,12.88
8404,Léon,Lambert,12.44
8405,Eden,Barbier,19.04
8406,Emy,Michel,0.55
8407,Eliott,Bourgeois,8.71
8408,Lina,Pierre,14.83
8409,Nina,Henry,15.96
8410,Imran,Roy,14.08
8411,Charlie,Morel,19.49
8412,Jade,Girard,1.34
8413,Eva,Roche,3.54
8414,Raphaël,Schmitt,15.14
8415,Léon,Riviere,2.62
8416,Luna,Bonnet,16.17
8417,Romy,Dufour,11.03
8418,Ayden,Legrand,18.74
8419,Marius,Colin,14.0
8420,Elio,Giraud,13.11
8421,Ethan,Guerin,13.51
8422,Ambre,Vidal,7.53
8423,Eva,Brun,13.43
8424,Ayden,Guillaume,9.17
8425,Inès,Mathieu,15.8
8426,Rose,Payet,2.27
8427,Augustin,Martinez,4.71
8428,Olivia,Bertrand,19.34
8429,Ayden,Lefebvre,11.34
8430,Eden,Morin,3.53
8431,Luna,Dumas,15.92
8432,Enzo,Rey,2.34
8433,Léa,Martin,8.95
8434,Axel,Leclerc,11.92
8435,Raphaël,Bourgeois,8.76
8436,Imran,Gerard,7.49
8437,Chloé,Thomas,18.03
8438,Alba,Philippe,15.61
8439,Nour,Lucas,8.97
8440,Amir,Mercier,16.94
8441,Rayan,Fournier,10.95
8442,Lucas,Renaud,1.12
8443,Mya,Simon,10.63
8444,Victoria,Blanchard,19.25
8445,Nina,Lemoine,1.27
8446,Gabriel,Legrand,16.17
8447,Romy,Richard,8.11
8448,Léon,Olivier,14.48
8449,Gabin,Arnaud,9.59
8450,Amir,Gaillard,9.79
8451,Victor,Gerard,1.08
8452,Eva,Masson,18.63
8453,Victor,Lucas,7.17
8454,Ethan,Lambert,6.21
8455,Tom,Mercier,9.74
8456,Noé,Denis,3.77
8457,Aaron,Philippe,6.23
